"book_title","paper_id","dc_type","authors","year","source","keyword"
"Automated Remote Monitoring of Offshore Assets Using Satellite Imagery and Machine Learning","OTC-28718-MS","conference-paper","Araujo, Maria S., Southwest Research Institute | Davila, Daniel S., Southwest Research Institute | Blaisdell, Samantha G., Southwest Research Institute | Van Horn, Adam, Southwest Research Institute",2018,"OTC","'machine+learning'"
"EUR Assessment of Unconventional Assets Using Machine Learning and Distributed Computing Techniques","URTEC-2659996-MS","conference-paper","Guo, Zhenyu, Shell International Exploration & Production Inc. | Chen, Chaohui, Shell International Exploration & Production Inc. | Gao, Guohua, Shell Global Solutions (US) Inc. | Cao, Richard, Shell Exploration & Production Co. | Li, Ruijian, Shell Exploration & Production Co. | Liu, Chunlei, Shell Exploration & Production Co.",2017,"URTEC","'machine+learning'"
"Infill Well Location Selection Procedures in Lost Hills Using Machine Learning","SPE-190101-MS","conference-paper","Kim, T. H., Chevron | Crane, D. J., Chevron | Grijalva, E. F., Chevron",2018,"SPE","'machine+learning'"
"A Large-Scale Study for a Multi-Basin Machine Learning Model Predicting Horizontal Well Production","SPE-191538-MS","conference-paper","Amr, Salma, Raisa Energy | El Ashhab, Hadeer, Raisa Energy | El-Saban, Motaz, Raisa Energy | Schietinger, Paul, Raisa Energy | Caile, Curtis, Raisa Energy | Kaheel, Ayman, Raisa Energy | Rodriguez, Luis, Raisa Energy",2018,"SPE","'machine+learning'"
"Adaptive Real-Time Machine Learning-Based Alarm System for Influx and Loss Detection","SPE-187155-MS","conference-paper","Unrau, S., Pason Systems Corporation | Torrione, P., CoVar Applied Technologies",2017,"SPE","'machine+learning'"
"Using Machine Learning to Predict Production at a Peace River Thermal EOR Site","SPE-182696-MS","conference-paper","Martin, Eileen, Stanford University | Wills, Peter, Shell International E&P, Inc. | Hohl, Detlef, Shell International E&P, Inc. | Lopez, Jorge L., Shell International E&P, Inc.",2017,"SPE","'machine+learning'"
"Machine Learning Applied to Multiwell-Test Analysis and Flow-Rate Reconstruction","SPE-0516-0076-JPT","journal-paper","Carpenter, Chris, JPT Technology Editor",2016,"SPE","'machine+learning'"
"Edge Analytics at the Wellhead: Designing Robust Machine Learning Models for Artificial Lift Failure Detection","SPE-192886-MS","conference-paper","Boguslawski, Bartosz, Schneider Electric | Boujonnier, Matthieu, Schneider Electric | Bissuel-Beauvais, Loryne, Schneider Electric | Saghir, Fahd, Schneider Electric",2018,"SPE","'machine+learning'"
"Machine learning to reduce cycle time for time-lapse seismic data assimilation into reservoir management","SEG-2018-2997250","conference-paper","Xue, Yang, Shell International Exploration and Production, Inc. | Araujo, Mariela, Shell International Exploration and Production, Inc. | Lopez, Jorge, Shell International Exploration and Production, Inc.",2018,"SEG","'machine+learning'"
"An alternative approach for machine learning seismic interpretation and its application in Daqing Oilfield","SEG-2018-2989898","conference-paper","Ao, Yile, Beijing Key Laboratory of Petroleum Data Mining, China University of Petroleum (Beijing) | Li, Hongqi, Beijing Key Laboratory of Petroleum Data Mining, China University of Petroleum (Beijing) | Yang, Zhongguo, Beijing Key Laboratory of Petroleum Data Mining, China University of Petroleum (Beijing) | Zhu, Liping, Beijing Key Laboratory of Petroleum Data Mining, China University of Petroleum (Beijing)",2018,"SEG","'machine+learning'"
"Characterizing the near-surface velocity structures by applying machine learning","SEG-2018-2997623","conference-paper","Li, Ziang, University of Science and Technology of China (USTC) | Zhang, Jie, University of Science and Technology of China (USTC) | Liu, Zhiyang, University of Science and Technology of China (USTC) | Liu, Sen, University of Science and Technology of China (USTC) | Chen, Zhibo, University of Science and Technology of China (USTC) | Li, Weiping, University of Science and Technology of China (USTC)",2018,"SEG","'machine+learning'"
"Downscaling Global Wave Ensemble Forecasts With Machine Learning Techniques in Application to Billia Croo Test Site","OTC-28723-MS","conference-paper","Darbinyan, David, European Marine Energy Centre Ltd | Wang, Michael, The Weather Company | Buck, Elaine, European Marine Energy Centre Ltd",2018,"OTC","'machine+learning'"
"Machine learning in the interpreter’s toolbox: Unsupervised, supervised, and deep-learning applications","SEG-2018-2997015","conference-paper","Bandura, Laura, Chevron Energy Technology Company | Halpert, Adam D., Chevron Energy Technology Company | Zhang, Zhao, Chevron Energy Technology Company",2018,"SEG","'machine+learning'"
"Decline Curve Analysis for Production Forecasting Based on Machine Learning","SPE-189205-MS","conference-paper","Li, Yunan, Texas A&M University | Han, Yifu, University of Oklahoma",2017,"SPE","'machine+learning'"
"Integrating seismic first-break picking methods with a machine learning approach","SEG-2018-2998293","conference-paper","Duan, Xudong, University of Science and Technology of China (USTC) | Zhang, Jie, University of Science and Technology of China (USTC) | Liu, Zhiyang, University of Science and Technology of China (USTC) | Liu, Sen, University of Science and Technology of China (USTC) | Chen, Zhibo, University of Science and Technology of China (USTC) | Li, Weiping, University of Science and Technology of China (USTC)",2018,"SEG","'machine+learning'"
"A Hybrid Integrated Compositional Reservoir Simulator Coupling Machine Learning and Hard Computing Protocols","SPE-192368-MS","conference-paper","Putcha, Venkataramana B., the Pennsylvania State University | Ertekin, Turgay, the Pennsylvania State University",2018,"SPE","'machine+learning'"
"Machine Learning as a Reliable Technology for Evaluating Time-Rate Performance of Unconventional Wells","SPE-174784-MS","conference-paper","Fulford, David S., Apache Corporation | Bowie, Braden, Apache Corporation | Berry, Michael E., Apache Corporation | Bowen, Bo, Apache Corporation | Turk, Derrick W., Terminus Data Science",2015,"SPE","'machine+learning'"
"Supervised machine learning for lithology estimation using spectral induced polarization data","SEG-2018-2998355","conference-paper","Shin, Seungwook, Center for Gravity, Electrical, and Magnetic Studies, Colorado School of Mines, Golden, Colorado | Li, Yaoguo, Center for Gravity, Electrical, and Magnetic Studies, Colorado School of Mines, Golden, Colorado | Park, Samgyu, Korea Institute Geoscience and Mineral Resource (KIGAM), Daejeon, South Korea | Cho, Seong-Jun, Korea Institute Geoscience and Mineral Resource (KIGAM), Daejeon, South Korea",2018,"SEG","'machine+learning'"
"Prediction of PVT Properties in Crude Oil Using Machine Learning Techniques MLT","SPE-185536-MS","conference-paper","Ramirez, A. M., Universidad Nacional de Ingenieria | Valle, G. A., Universidad Industrial de Santander | Romero, F., Universidad Industrial de Santander | Jaimes, M., Universidad Industrial de Santander",2017,"SPE","'machine+learning'"
"Machine Learning Algorithms for Automated Seismic Ambient Noise Processing Applied to DAS Acquisition","SEG-2018-W20-03","conference-paper","Huot, Fantine, Stanford University | Biondi, Biondo, Stanford University",2018,"SEG","'machine+learning'"
"Case Study Applied Machine Learning to Optimise PCP Completion Design in a CBM Field","SPE-192002-MS","conference-paper","Prosper, Charles, Origin Energy | West, David, Origin Energy",2018,"SPE","'machine+learning'"
"Borehole Resistivity Measurement Modeling Using Machine-Learning Techniques","SPWLA-2018-v59n6a3","journal-paper","Xu, Yankai, Google | Sun, Keli, Schlumberger | Xie, Hui, Schlumberger | Zhong, Xiaoyan, Schlumberger | Mirto, Ettore, Schlumberger | Feng, Yao, Schlumberger | Hong, Xiaobo, Schlumberger",2018,"SPWLA","'machine+learning'"
"Machine Learning and Natural Language Processing for Automated Analysis of Drilling and Completion Data","SPE-192280-MS","conference-paper","Castiñeira, David, Quantum Reservoir Impact | Toronyi, Robert, Quantum Reservoir Impact | Saleri, Nansen, Quantum Reservoir Impact",2018,"SPE","'machine+learning'"
"Using Supervised Machine Learning Algorithms to Predict Pressure Drop in Narrow Annulus","SPE-191794-18ERM-MS","conference-paper","Singh, Kriti, University of Tulsa | Miska, Stefan, University of Tulsa | Ozbayoglu, Evren, University of Tulsa | Alp Aydin, Batur, Turkish Pretroleum Corporation",2018,"SPE","'machine+learning'"
"Machine Learning for Optimized Spectral Fatigue Analysis of Floating Structures","ISOPE-P-18-010","conference-paper","Siréta, Fran&#231;ois-Xavier, DNV GL | Huang, Xiasha, DNV GL",2018,"ISOPE","'machine+learning'"
"Improving the Accuracy of Virtual Flow Metering and Back-Allocation through Machine Learning","SPE-192819-MS","conference-paper","Shoeibi Omrani, Pejman, TNO | Dobrovolschi, Iulian, TNO | Belfroid, Stefan, TNO | Kronberger, Peter, Wintershall Noordzee B.V. | Munoz, Esteban, Wintershall Noordzee B.V.",2018,"SPE","'machine+learning'"
"A Machine Learning-Based Approach to Predict Corrosion Allowance for Ships","ISOPE-I-18-442","conference-paper","Chauhan, Abhishek, Indian Institute of Technology Kharagpur | Kumar, Yogesh, Indian Institute of Technology Kharagpur | Mashetty, Siddartha, Indian Institute of Technology Kharagpur | Bhattacharyya, Anirban, Indian Institute of Technology Kharagpur | Sha, Om Prakash, Indian Institute of Technology Kharagpur",2018,"ISOPE","'machine+learning'"
"Using Machine Learning to Produce a Global Automated Quantitative QC for Noise Attenuation","SEG-2015-5826237","conference-paper","Martin, Tony, ION Geophysical | Saturni, Cristiano, ION Geophysical | Ashby, Peter, ION Geophysical",2015,"SEG","'machine+learning'"
"Machine Learning–Based Trigger Detection of Drilling Events Based on Drilling Data","SPE-187512-MS","conference-paper","Zhao, Jie, Schlumberger | Shen, Yuelin, Schlumberger | Chen, Wei, Schlumberger | Zhang, Zhengxin, Schlumberger | Johnston, Sonny, Schlumberger",2017,"SPE","'machine+learning'"
"Machine Learning Overcomes Challenges of Selecting Locations for Infill Wells","SPE-1018-0048-JPT","journal-paper","Wilson, Adam, JPT Special Publications Editor",2018,"SPE","'machine+learning'"
"A growing machine learning approach to optimize use of prestack and poststack seismic data","SEG-2017-17767532","conference-paper","Hami-Eddine, Kamal, Paradigm | de Ribet, Bruno, Paradigm | Durand, Patrick, Paradigm | Gascue, Patxi, Paradigm",2017,"SEG","'machine+learning'"
"Machine Learning for Evaluation of External and Internal Surface Conditions","SPE-190895-MS","conference-paper","Haas, Ole-Erich, Axess AS | Hustad, Per Sandved, Axbit AS",2018,"SPE","'machine+learning'"
"Machine Learning Analysis of Satellite Imagery for Detection of Permian Basin Water Impoundments","SPE-191743-MS","conference-paper","Adler, Joshua, Sourcewater, Inc. | Scanlon, Bridget, University of Texas, Bureau of Economic Geology | Reedy, Robert, University of Texas, Bureau of Economic Geology",2018,"SPE","'machine+learning'"
"Video:                  Downscaling Global Wave Ensemble Forecasts With Machine Learning Techniques in Application to Billia Croo Test Site","OTC-28723-PT","presentation","Darbinyan, David, European Marine Energy Centre Ltd | Wang, Michael, The Weather Company | Buck, Elaine, European Marine Energy Centre Ltd",2018,"OTC","'machine+learning'"
"A Machine Learning Approach to Optimize Shale Gas Supply Chain Networks","SPE-187361-MS","conference-paper","Asala, H. I., Louisiana State University | Chebeir, J., Louisiana State University | Zhu, W., Louisiana State University | Gupta, I., Louisiana State University | Taleghani, A. Dahi, Louisiana State University | Romagnoli, J., Louisiana State University",2017,"SPE","'machine+learning'"
"Comparative Analysis of Feature Selection-Based Machine Learning Techniques in Reservoir Characterization","SPE-178006-MS","conference-paper","Akande, Kabiru O., King Fahd University of Petroleum and Minerals | Olatunji, Sunday O., University of Dammam | Owolabi, Taoreed O., King Fahd University of Petroleum and Minerals | AbdulRaheem, AbdulAzeez, King Fahd University of Petroleum and Minerals",2015,"SPE","'machine+learning'"
"Machine Learning Leads Cost Effective Intelligent Fluid Design: Fluid Engineering Perspective","SPE-180033-MS","conference-paper","Shadravan, Arash, Reservoir Focus Llc | Tarrahi, Mohammadali, Shell",2016,"SPE","'machine+learning'"
"Reservoir Uncertainty Analysis: The Trends from Probability to Algorithms and Machine Learning","SPE-181049-MS","conference-paper","Ani, Maureen, Robert Gordon University | Oluyemi, Gbenga, Robert Gordon University | Petrovski, Andrei, Robert Gordon University | Rezaei-Gomari, Sina, Teesside University",2016,"SPE","'machine+learning'"
"Characterization of Fracture-Driven Interference and the Application of Machine Learning to Improve Operational Efficiency","SPE-191789-MS","conference-paper","Klenner, Rob, Baker Hughes a GE Company | Liu, Guoxiang, Baker Hughes a GE Company | Stephenson, Hayley, Baker Hughes a GE Company | Murrell, Glen, Baker Hughes a GE Company | Iyer, Naresh, GE Global Research | Virani, Nurali, GE Global Research | Charuvaka, Anveshi, GE Global Research",2018,"SPE","'machine+learning'"
"Intelligent Cement Design: Utilizing Machine Learning Algorithms to Assure Effective Long-term Well Integrity","CMTC-440236-MS","conference-paper","Shadravan, Arash, ReservoirFocus LLC | Tarrahi, Mohammadali, Shell | Amani, Mahmood, Texas A&M University at Qatar",2015,"CMTC","'machine+learning'"
"Machine Learning-Based Optimization of Well Locations and WAG Parameters under Geologic Uncertainty","SPE-190239-MS","conference-paper","Nwachukwu, Azor, The University of Texas at Austin | Jeong, Hoonyoung, Bureau of Economic Geology | Sun, Alexander, Bureau of Economic Geology | Pyrcz, Michael, The University of Texas at Austin | Lake, Larry W., The University of Texas at Austin",2018,"SPE","'machine+learning'"
"Inverse Modeling for Fluid System Characterization Through Machine Learning Algorithms","SPE-180034-MS","conference-paper","Tarrahi, Mohammadali, Shell | Shadravan, Arash, Reservoir Focus Llc",2016,"SPE","'machine+learning'"
"Application of Data Science and Machine Learning for Well Completion Optimization","OTC-28632-MS","conference-paper","Pankaj, Piyush, Schlumberger | Geetan, Steve, EP Energy Corporation | MacDonald, Richard, EP Energy Corporation | Shukla, Priyavrat, Schlumberger | Sharma, Abhishek, Schlumberger | Menasria, Samir, Schlumberger | Xue, Han, Schlumberger | Judd, Tobias, Schlumberger",2018,"OTC","'machine+learning'"
"Machine Learning Applied to Multiwell Test Analysis and Flow Rate Reconstruction","SPE-175059-MS","conference-paper","Tian, Chuan, Stanford University | Horne, Roland N., Stanford University",2015,"SPE","'machine+learning'"
"SUPPLEMENTARY/SPE-187494-SUP.pdf","SPE-187494-MS","media","",NA,NA,"'machine+learning'"
"SUPPLEMENTARY/SPE-190955-SUP.pdf","SPE-190955-MS","media","",NA,NA,"'machine+learning'"
"SUPPLEMENTARY/SPE-191595-18RPTC-RU-SUP.pdf","SPE-191595-18RPTC-RU","media","",NA,NA,"'machine+learning'"
"Machine learning based technique for lithology and fluid content prediction — Case study from offshore West Africa","SEG-2018-2996428","conference-paper","Zhang, Zhao, Chevron Energy Technology Company | Halpert, Adam D., Chevron Energy Technology Company | Bandura, Laura, Chevron Energy Technology Company | Coumont, Anne Dutranois, Chevron Energy Technology Company",2018,"SEG","'machine+learning'"
"Application of Machine Learning Algorithms for Optimizing Future Production in Marcellus Shale, Case Study of Southwestern Pennsylvania","SPE-191827-18ERM-MS","conference-paper","Shahkarami, Alireza, Saint Francis University | Ayers, Kimberly, Ayers Petroleum Consulting | Wang, Guochang, Saint Francis University | Ayers, Alivia, Ayers Petroleum Consulting",2018,"SPE","'machine+learning'"
"Study on Intelligent Prediction for Risk Level of Lost Circulation While Drilling Based on Machine Learning","ARMA-2018-105","conference-paper","Li, Zejun, China University of Petroleum | Chen, Mian, China University of Petroleum | Jin, Yan, China University of Petroleum | Lu, Yunhu, China University of Petroleum | Wang, Hanqing, China University of Petroleum | Geng, Zhi, China University of Petroleum | Wei, Shiming, China University of Petroleum",2018,"ARMA","'machine+learning'"
"Contribution of Artificial Intelligence and Machine Learning in U.S. DOE's Efforts During the Aftermath of Deepwater Horizon","SPE-191613-MS","conference-paper","Mohaghegh, S. D., Intelligent Solutions, Inc. & West Virginia University",2018,"SPE","'machine+learning'"
"Towards Automation of Satellite-Based Radar Imagery for Iceberg Surveillance - Machine Learning of Ship and Iceberg Discrimination","OTC-29130-MS","conference-paper","Power, Desmond, C-CORE | Howell, Carl, C-CORE | Dodge, Kelley, C-CORE | Scibilia, Francesco, Equinor | Sagli, Jan Richard, Equinor | Hall, Richard, Equinor",2018,"OTC","'machine+learning'"
"Applying Machine Learning Techniques to Interpret Flow Rate, Pressure and Temperature Data From Permanent Downhole Gauges","SPE-174034-MS","conference-paper","Tian, Chuan, Stanford University | Horne, Roland N., Stanford University",2015,"SPE","'machine+learning'"
